               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.07     1.26     1.72     3.07     5.35     6.56     8.41     9.43    10.67    12.19    14.03    16.17    18.33    20.07
   Month 2               1.06     1.26     1.71     3.06     5.34     6.56     8.43     9.47    10.74    12.29    14.19    16.43    18.77    20.77
   Month 3               1.06     1.25     1.70     3.04     5.33     6.56     8.45     9.51    10.80    12.41    14.38    16.76    19.39    21.86
   Month 4               1.06     1.25     1.69     3.03     5.32     6.55     8.45     9.51    10.82    12.44    14.45    16.93    19.79    22.72
   Month 5               1.06     1.24     1.68     3.02     5.31     6.54     8.45     9.52    10.84    12.48    14.52    17.08    20.14    23.49
   Month 6               1.05     1.23     1.67     3.01     5.30     6.55     8.47     9.55    10.89    12.57    14.67    17.33    20.57    24.21
   Month 7               1.06     1.24     1.68     3.01     5.30     6.54     8.44     9.50    10.81    12.45    14.48    17.04    20.14    23.63
   Month 8               1.06     1.24     1.68     3.02     5.31     6.54     8.44     9.50    10.81    12.44    14.47    17.01    20.05    23.40
   Month 9               1.06     1.24     1.69     3.03     5.32     6.56     8.47     9.54    10.86    12.50    14.54    17.07    20.05    23.19
   Month 10              1.06     1.25     1.70     3.04     5.33     6.56     8.45     9.50    10.79    12.40    14.37    16.79    19.53    22.23
   Month 11              1.06     1.25     1.71     3.05     5.34     6.56     8.43     9.46    10.73    12.30    14.21    16.50    18.97    21.22
   Month 12              1.07     1.26     1.71     3.07     5.34     6.55     8.40     9.41    10.66    12.18    14.01    16.17    18.41    20.30
 Latitude = -35.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.07     1.26     1.72     3.07     5.34     6.55     8.39     9.40    10.63    12.14    13.95    16.05    18.15    19.81
   Month 2               1.07     1.26     1.71     3.06     5.34     6.55     8.39     9.41    10.65    12.17    14.00    16.15    18.35    20.20
   Month 3               1.06     1.26     1.71     3.05     5.33     6.54     8.41     9.44    10.71    12.26    14.15    16.41    18.85    21.12
   Month 4               1.06     1.25     1.70     3.04     5.32     6.54     8.42     9.46    10.75    12.33    14.27    16.63    19.29    21.98
   Month 5               1.06     1.24     1.68     3.02     5.31     6.54     8.44     9.50    10.80    12.42    14.42    16.89    19.77    22.88
   Month 6               1.05     1.23     1.67     3.01     5.30     6.54     8.46     9.54    10.87    12.52    14.59    17.18    20.30    23.80
   Month 7               1.06     1.24     1.68     3.01     5.29     6.52     8.41     9.46    10.76    12.37    14.37    16.87    19.92    23.43
   Month 8               1.06     1.24     1.69     3.02     5.30     6.52     8.40     9.45    10.74    12.33    14.32    16.79    19.79    23.19
   Month 9               1.06     1.24     1.69     3.03     5.32     6.55     8.44     9.49    10.79    12.41    14.41    16.88    19.78    22.87
   Month 10              1.06     1.25     1.70     3.05     5.33     6.56     8.43     9.48    10.76    12.35    14.31    16.69    19.36    21.97
   Month 11              1.06     1.26     1.71     3.06     5.34     6.56     8.42     9.45    10.72    12.27    14.17    16.44    18.88    21.07
   Month 12              1.07     1.26     1.72     3.07     5.34     6.54     8.37     9.38    10.61    12.11    13.92    16.05    18.26    20.14
 Latitude = -25.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.25     1.69     3.04     5.35     6.59     8.52     9.59    10.92    12.57    14.59    17.00    19.53    21.69
   Month 2               1.06     1.25     1.70     3.04     5.34     6.57     8.46     9.52    10.82    12.42    14.37    16.70    19.18    21.44
   Month 3               1.06     1.25     1.70     3.04     5.32     6.54     8.42     9.46    10.73    12.30    14.21    16.48    18.98    21.45
   Month 4               1.06     1.25     1.69     3.03     5.31     6.53     8.39     9.42    10.69    12.24    14.12    16.39    18.94    21.61
   Month 5               1.06     1.25     1.69     3.03     5.30     6.52     8.39     9.42    10.69    12.25    14.15    16.45    19.09    21.94
   Month 6               1.06     1.24     1.69     3.02     5.30     6.53     8.40     9.45    10.73    12.31    14.25    16.61    19.37    22.41
   Month 7               1.06     1.24     1.68     3.02     5.31     6.54     8.43     9.49    10.79    12.40    14.40    16.86    19.75    22.93
   Month 8               1.06     1.24     1.68     3.02     5.32     6.56     8.47     9.55    10.88    12.54    14.60    17.16    20.16    23.35
   Month 9               1.06     1.24     1.68     3.02     5.33     6.58     8.53     9.62    10.97    12.67    14.78    17.41    20.41    23.44
   Month 10              1.06     1.24     1.68     3.03     5.34     6.60     8.56     9.66    11.04    12.75    14.90    17.53    20.47    23.25
   Month 11              1.06     1.24     1.68     3.03     5.35     6.61     8.58     9.68    11.06    12.78    14.92    17.54    20.38    22.95
   Month 12              1.06     1.24     1.68     3.03     5.35     6.61     8.57     9.67    11.03    12.74    14.86    17.43    20.19    22.64
 Latitude = -15.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.25     1.70     3.04     5.32     6.53     8.40     9.43    10.69    12.24    14.12    16.35    18.81    21.26
   Month 2               1.06     1.25     1.70     3.04     5.31     6.52     8.36     9.38    10.62    12.14    13.98    16.16    18.59    21.07
   Month 3               1.06     1.26     1.70     3.04     5.30     6.49     8.32     9.32    10.54    12.02    13.80    15.92    18.30    20.83
   Month 4               1.06     1.25     1.70     3.04     5.29     6.48     8.29     9.29    10.50    11.96    13.73    15.82    18.22    20.87
   Month 5               1.06     1.25     1.70     3.03     5.29     6.49     8.32     9.33    10.56    12.06    13.87    16.04    18.54    21.35
   Month 6               1.06     1.25     1.69     3.03     5.30     6.51     8.38     9.41    10.67    12.22    14.12    16.41    19.06    21.97
   Month 7               1.06     1.25     1.69     3.03     5.31     6.54     8.42     9.47    10.76    12.36    14.31    16.70    19.44    22.36
   Month 8               1.06     1.25     1.69     3.03     5.32     6.55     8.45     9.51    10.81    12.42    14.41    16.83    19.58    22.39
   Month 9               1.06     1.25     1.69     3.03     5.33     6.56     8.46     9.52    10.83    12.44    14.43    16.84    19.51    22.13
   Month 10              1.06     1.25     1.69     3.04     5.33     6.57     8.47     9.53    10.84    12.46    14.44    16.83    19.44    21.90
   Month 11              1.06     1.25     1.69     3.04     5.33     6.57     8.48     9.54    10.85    12.48    14.47    16.86    19.44    21.83
   Month 12              1.06     1.25     1.69     3.04     5.33     6.57     8.48     9.55    10.86    12.49    14.49    16.89    19.48    21.88
 Latitude = -5.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.25     1.70     3.03     5.30     6.51     8.34     9.36    10.60    12.11    13.94    16.13    18.64    21.39
   Month 2               1.06     1.25     1.70     3.04     5.30     6.50     8.34     9.35    10.58    12.09    13.91    16.08    18.57    21.26
   Month 3               1.06     1.25     1.70     3.04     5.29     6.48     8.30     9.30    10.51    11.98    13.76    15.87    18.30    20.96
   Month 4               1.06     1.26     1.70     3.04     5.28     6.46     8.26     9.24    10.43    11.87    13.60    15.66    18.07    20.83
   Month 5               1.06     1.25     1.70     3.03     5.28     6.46     8.26     9.24    10.44    11.89    13.64    15.74    18.22    21.12
   Month 6               1.06     1.25     1.70     3.03     5.28     6.48     8.31     9.31    10.54    12.03    13.84    16.04    18.63    21.60
   Month 7               1.06     1.25     1.69     3.03     5.29     6.50     8.35     9.37    10.63    12.16    14.03    16.30    18.95    21.89
   Month 8               1.06     1.25     1.69     3.03     5.30     6.51     8.37     9.39    10.65    12.20    14.08    16.36    18.99    21.83
   Month 9               1.06     1.25     1.70     3.04     5.30     6.51     8.36     9.37    10.62    12.15    14.00    16.23    18.77    21.46
   Month 10              1.06     1.25     1.70     3.04     5.30     6.50     8.34     9.35    10.58    12.08    13.90    16.07    18.52    21.10
   Month 11              1.06     1.25     1.70     3.04     5.30     6.51     8.34     9.34    10.57    12.07    13.88    16.04    18.45    20.97
   Month 12              1.06     1.25     1.70     3.04     5.31     6.51     8.36     9.37    10.61    12.13    13.96    16.15    18.58    21.07
 Latitude =  5.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.25     1.69     3.03     5.30     6.51     8.36     9.38    10.63    12.16    14.01    16.24    18.80    21.63
   Month 2               1.06     1.25     1.70     3.03     5.30     6.50     8.35     9.37    10.61    12.13    13.98    16.19    18.73    21.54
   Month 3               1.06     1.25     1.70     3.03     5.29     6.49     8.32     9.33    10.55    12.05    13.86    16.02    18.53    21.32
   Month 4               1.06     1.25     1.70     3.03     5.29     6.48     8.30     9.30    10.51    11.99    13.78    15.92    18.42    21.24
   Month 5               1.06     1.25     1.70     3.03     5.29     6.49     8.31     9.32    10.54    12.04    13.85    16.03    18.57    21.44
   Month 6               1.06     1.25     1.69     3.03     5.30     6.50     8.35     9.37    10.61    12.14    13.99    16.24    18.84    21.72
   Month 7               1.06     1.25     1.69     3.03     5.30     6.51     8.37     9.40    10.65    12.20    14.08    16.35    18.97    21.80
   Month 8               1.06     1.25     1.69     3.03     5.30     6.51     8.36     9.38    10.63    12.16    14.03    16.27    18.82    21.55
   Month 9               1.06     1.25     1.70     3.04     5.30     6.50     8.33     9.34    10.56    12.06    13.87    16.03    18.48    21.07
   Month 10              1.06     1.26     1.71     3.04     5.30     6.49     8.30     9.30    10.51    11.98    13.74    15.83    18.17    20.64
   Month 11              1.07     1.26     1.71     3.04     5.30     6.49     8.31     9.31    10.52    11.99    13.75    15.82    18.13    20.52
   Month 12              1.06     1.26     1.70     3.04     5.30     6.51     8.34     9.34    10.57    12.06    13.85    15.96    18.28    20.65
 Latitude = 15.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.25     1.69     3.03     5.31     6.54     8.44     9.49    10.79    12.39    14.36    16.75    19.49    22.37
   Month 2               1.06     1.25     1.69     3.03     5.32     6.55     8.45     9.50    10.81    12.41    14.39    16.79    19.50    22.30
   Month 3               1.06     1.25     1.69     3.03     5.32     6.55     8.43     9.49    10.78    12.38    14.33    16.70    19.37    22.12
   Month 4               1.06     1.24     1.69     3.03     5.31     6.54     8.42     9.46    10.75    12.33    14.27    16.62    19.29    22.08
   Month 5               1.06     1.24     1.69     3.03     5.31     6.53     8.42     9.46    10.75    12.34    14.28    16.64    19.34    22.17
   Month 6               1.06     1.24     1.69     3.03     5.31     6.54     8.43     9.48    10.77    12.37    14.33    16.71    19.41    22.22
   Month 7               1.06     1.24     1.69     3.03     5.32     6.54     8.43     9.48    10.77    12.37    14.33    16.70    19.37    22.12
   Month 8               1.06     1.25     1.69     3.03     5.31     6.53     8.41     9.45    10.72    12.29    14.22    16.53    19.14    21.82
   Month 9               1.06     1.25     1.70     3.04     5.30     6.51     8.36     9.38    10.63    12.16    14.01    16.25    18.78    21.45
   Month 10              1.06     1.25     1.70     3.04     5.29     6.49     8.32     9.32    10.55    12.04    13.84    16.00    18.47    21.17
   Month 11              1.06     1.25     1.70     3.04     5.29     6.49     8.32     9.32    10.54    12.03    13.83    15.97    18.41    21.08
   Month 12              1.06     1.25     1.70     3.04     5.31     6.51     8.36     9.37    10.61    12.13    13.95    16.13    18.55    21.10
 Latitude = 25.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.24     1.69     3.03     5.32     6.56     8.48     9.55    10.88    12.52    14.57    17.07    19.95    22.89
   Month 2               1.06     1.24     1.69     3.03     5.33     6.57     8.50     9.59    10.93    12.60    14.68    17.23    20.14    23.04
   Month 3               1.06     1.24     1.69     3.03     5.34     6.58     8.51     9.60    10.94    12.62    14.69    17.24    20.09    22.84
   Month 4               1.06     1.24     1.69     3.03     5.34     6.58     8.51     9.60    10.94    12.60    14.66    17.16    19.91    22.51
   Month 5               1.06     1.24     1.69     3.03     5.34     6.58     8.51     9.59    10.92    12.58    14.62    17.08    19.75    22.25
   Month 6               1.06     1.24     1.69     3.03     5.34     6.58     8.50     9.58    10.91    12.55    14.58    17.01    19.65    22.13
   Month 7               1.06     1.24     1.69     3.03     5.33     6.57     8.49     9.56    10.88    12.52    14.53    16.96    19.61    22.15
   Month 8               1.06     1.24     1.69     3.03     5.33     6.56     8.46     9.52    10.83    12.45    14.44    16.84    19.51    22.17
   Month 9               1.06     1.25     1.69     3.03     5.31     6.54     8.42     9.47    10.76    12.34    14.29    16.65    19.33    22.11
   Month 10              1.06     1.25     1.69     3.03     5.30     6.52     8.39     9.42    10.69    12.25    14.15    16.46    19.11    21.96
   Month 11              1.06     1.25     1.69     3.03     5.30     6.52     8.38     9.41    10.67    12.22    14.11    16.40    19.03    21.90
   Month 12              1.06     1.25     1.69     3.03     5.31     6.53     8.40     9.44    10.72    12.29    14.21    16.53    19.20    22.05
 Latitude = 35.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.24     1.69     3.03     5.32     6.55     8.46     9.52    10.84    12.47    14.50    17.02    19.96    23.07
   Month 2               1.06     1.25     1.69     3.03     5.33     6.56     8.47     9.54    10.85    12.49    14.52    17.03    19.93    22.87
   Month 3               1.06     1.25     1.69     3.04     5.34     6.58     8.48     9.55    10.87    12.51    14.54    17.02    19.80    22.47
   Month 4               1.06     1.25     1.70     3.05     5.34     6.57     8.45     9.49    10.78    12.37    14.32    16.67    19.21    21.53
   Month 5               1.07     1.26     1.71     3.06     5.34     6.55     8.39     9.41    10.66    12.18    14.03    16.22    18.53    20.57
   Month 6               1.07     1.27     1.73     3.07     5.33     6.52     8.31     9.30    10.49    11.94    13.67    15.69    17.80    19.66
   Month 7               1.07     1.27     1.72     3.07     5.33     6.52     8.32     9.32    10.52    11.99    13.76    15.83    18.03    20.04
   Month 8               1.07     1.26     1.71     3.06     5.32     6.52     8.35     9.35    10.58    12.08    13.90    16.07    18.42    20.67
   Month 9               1.06     1.26     1.70     3.05     5.31     6.52     8.38     9.40    10.66    12.21    14.10    16.39    18.96    21.54
   Month 10              1.06     1.25     1.70     3.04     5.31     6.53     8.40     9.44    10.71    12.28    14.22    16.57    19.28    22.10
   Month 11              1.06     1.24     1.69     3.03     5.31     6.53     8.42     9.47    10.76    12.36    14.33    16.76    19.60    22.67
   Month 12              1.06     1.24     1.68     3.01     5.31     6.54     8.45     9.52    10.84    12.49    14.53    17.07    20.10    23.44
 Latitude = 45.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.25     1.69     3.03     5.31     6.53     8.40     9.43    10.71    12.28    14.22    16.62    19.47    22.58
   Month 2               1.06     1.25     1.69     3.03     5.32     6.55     8.43     9.49    10.78    12.39    14.38    16.84    19.73    22.76
   Month 3               1.06     1.24     1.69     3.04     5.34     6.57     8.48     9.55    10.87    12.51    14.56    17.07    19.95    22.80
   Month 4               1.06     1.25     1.70     3.05     5.34     6.58     8.47     9.53    10.84    12.45    14.45    16.88    19.56    22.03
   Month 5               1.06     1.26     1.71     3.06     5.35     6.56     8.43     9.47    10.74    12.30    14.21    16.48    18.91    21.01
   Month 6               1.07     1.26     1.72     3.07     5.34     6.54     8.37     9.37    10.59    12.08    13.88    15.99    18.16    19.99
   Month 7               1.07     1.26     1.72     3.07     5.34     6.54     8.38     9.40    10.63    12.15    13.98    16.14    18.38    20.31
   Month 8               1.06     1.26     1.71     3.06     5.34     6.55     8.41     9.44    10.71    12.26    14.16    16.43    18.87    21.08
   Month 9               1.06     1.25     1.70     3.04     5.33     6.56     8.44     9.50    10.80    12.40    14.39    16.82    19.54    22.18
   Month 10              1.06     1.25     1.69     3.03     5.32     6.55     8.45     9.52    10.83    12.46    14.48    16.98    19.87    22.81
   Month 11              1.06     1.24     1.69     3.02     5.31     6.54     8.44     9.50    10.80    12.43    14.45    16.95    19.92    23.08
   Month 12              1.06     1.24     1.68     3.02     5.30     6.53     8.43     9.49    10.79    12.41    14.42    16.93    19.95    23.29
 Latitude = 55.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.06     1.24     1.68     3.02     5.32     6.57     8.49     9.57    10.90    12.56    14.63    17.20    20.20    23.28
   Month 2               1.06     1.25     1.69     3.03     5.31     6.54     8.41     9.45    10.73    12.32    14.27    16.70    19.56    22.64
   Month 3               1.06     1.25     1.69     3.04     5.33     6.56     8.45     9.51    10.80    12.41    14.41    16.86    19.70    22.59
   Month 4               1.06     1.25     1.69     3.04     5.35     6.59     8.51     9.58    10.91    12.56    14.61    17.11    19.89    22.46
   Month 5               1.06     1.25     1.70     3.05     5.36     6.60     8.52     9.60    10.93    12.59    14.64    17.13    19.81    22.13
   Month 6               1.06     1.25     1.70     3.05     5.35     6.59     8.49     9.55    10.85    12.47    14.46    16.85    19.38    21.53
   Month 7               1.06     1.25     1.70     3.05     5.35     6.58     8.48     9.54    10.85    12.47    14.46    16.86    19.42    21.64
   Month 8               1.06     1.25     1.70     3.05     5.34     6.57     8.46     9.51    10.81    12.41    14.40    16.80    19.44    21.86
   Month 9               1.06     1.25     1.70     3.04     5.33     6.55     8.44     9.49    10.79    12.40    14.40    16.85    19.66    22.44
   Month 10              1.06     1.25     1.69     3.03     5.32     6.56     8.46     9.53    10.85    12.49    14.54    17.08    20.04    23.06
   Month 11              1.06     1.24     1.68     3.02     5.33     6.58     8.52     9.62    10.97    12.67    14.81    17.48    20.60    23.77
   Month 12              1.05     1.23     1.67     3.01     5.33     6.59     8.55     9.66    11.04    12.77    14.94    17.67    20.87    24.13
 Latitude = 65.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.04     1.20     1.63     2.96     5.32     6.63     8.71     9.90    11.40    13.33    15.80    18.99    22.89    27.09
   Month 2               1.04     1.21     1.63     2.97     5.34     6.66     8.75     9.96    11.48    13.43    15.94    19.18    23.03    26.93
   Month 3               1.04     1.21     1.64     2.98     5.36     6.68     8.78    10.00    11.53    13.50    16.04    19.29    23.06    26.69
   Month 4               1.05     1.23     1.67     3.02     5.36     6.65     8.65     9.79    11.22    13.02    15.29    18.10    21.21    23.98
   Month 5               1.06     1.24     1.69     3.04     5.36     6.62     8.57     9.66    11.02    12.72    14.82    17.37    20.08    22.34
   Month 6               1.06     1.25     1.71     3.06     5.36     6.59     8.49     9.55    10.85    12.46    14.43    16.77    19.18    21.10
   Month 7               1.06     1.25     1.70     3.05     5.36     6.60     8.52     9.59    10.91    12.54    14.55    16.96    19.45    21.46
   Month 8               1.06     1.25     1.70     3.05     5.36     6.61     8.54     9.62    10.95    12.62    14.67    17.16    19.80    22.01
   Month 9               1.06     1.25     1.69     3.04     5.35     6.60     8.53     9.62    10.97    12.64    14.73    17.29    20.12    22.68
   Month 10              1.06     1.24     1.69     3.03     5.34     6.59     8.54     9.64    11.00    12.70    14.83    17.48    20.50    23.42
   Month 11              1.05     1.23     1.67     3.01     5.33     6.59     8.55     9.66    11.04    12.77    14.96    17.72    21.01    24.45
   Month 12              1.04     1.20     1.62     2.95     5.31     6.62     8.71     9.91    11.42    13.36    15.86    19.12    23.17    27.69
 Latitude = 75.0  Wavelength = 350.0 nm  Albedo = 0.0 
