   Month 12              1.04     1.21     1.64     2.97     5.31     6.61     8.65     9.82    11.28    13.14    15.49    18.49    22.11    26.13
 Latitude = 15.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.04     1.21     1.64     2.97     5.33     6.64     8.71     9.91    11.41    13.33    15.79    18.94    22.77    26.91
   Month 2               1.04     1.21     1.64     2.97     5.33     6.64     8.72     9.92    11.43    13.35    15.82    18.98    22.77    26.80
   Month 3               1.04     1.21     1.64     2.97     5.33     6.65     8.73     9.92    11.43    13.36    15.82    18.96    22.73    26.73
   Month 4               1.04     1.21     1.64     2.97     5.33     6.64     8.72     9.92    11.43    13.35    15.80    18.94    22.70    26.75
   Month 5               1.04     1.21     1.64     2.97     5.33     6.64     8.72     9.92    11.42    13.34    15.79    18.93    22.69    26.74
   Month 6               1.04     1.21     1.64     2.97     5.33     6.64     8.72     9.91    11.42    13.33    15.78    18.91    22.65    26.64
   Month 7               1.04     1.21     1.64     2.97     5.33     6.64     8.72     9.91    11.41    13.32    15.76    18.88    22.58    26.52
   Month 8               1.04     1.21     1.64     2.97     5.33     6.64     8.71     9.89    11.39    13.29    15.72    18.81    22.50    26.42
   Month 9               1.04     1.21     1.64     2.97     5.32     6.63     8.69     9.87    11.35    13.24    15.65    18.72    22.42    26.42
   Month 10              1.04     1.21     1.64     2.97     5.32     6.61     8.67     9.84    11.32    13.20    15.59    18.64    22.35    26.47
   Month 11              1.04     1.21     1.64     2.97     5.31     6.61     8.66     9.83    11.30    13.17    15.54    18.57    22.26    26.40
   Month 12              1.04     1.21     1.64     2.97     5.32     6.62     8.67     9.84    11.31    13.17    15.55    18.56    22.18    26.16
 Latitude = 25.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.04     1.21     1.64     2.98     5.34     6.65     8.73     9.93    11.44    13.38    15.85    19.03    22.82    26.76
   Month 2               1.04     1.21     1.64     2.98     5.35     6.66     8.75     9.96    11.48    13.42    15.92    19.13    22.92    26.76
   Month 3               1.04     1.21     1.64     2.98     5.35     6.67     8.76     9.97    11.49    13.44    15.94    19.12    22.84    26.56
   Month 4               1.04     1.21     1.64     2.98     5.35     6.67     8.76     9.96    11.48    13.42    15.91    19.06    22.73    26.37
   Month 5               1.04     1.21     1.64     2.98     5.35     6.67     8.75     9.95    11.47    13.40    15.87    19.00    22.63    26.24
   Month 6               1.04     1.21     1.64     2.98     5.35     6.66     8.75     9.95    11.46    13.38    15.85    18.96    22.59    26.23
   Month 7               1.04     1.21     1.64     2.98     5.35     6.66     8.74     9.94    11.45    13.37    15.83    18.95    22.60    26.32
   Month 8               1.04     1.21     1.64     2.98     5.34     6.65     8.73     9.92    11.43    13.35    15.80    18.92    22.61    26.43
   Month 9               1.04     1.21     1.64     2.97     5.33     6.64     8.71     9.90    11.40    13.30    15.74    18.86    22.58    26.49
   Month 10              1.04     1.21     1.64     2.97     5.33     6.63     8.70     9.88    11.37    13.27    15.69    18.78    22.50    26.48
   Month 11              1.04     1.21     1.64     2.97     5.33     6.63     8.69     9.87    11.36    13.24    15.65    18.73    22.42    26.42
   Month 12              1.04     1.21     1.64     2.97     5.33     6.63     8.70     9.88    11.37    13.26    15.68    18.76    22.44    26.35
 Latitude = 35.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.05     1.23     1.66     3.00     5.33     6.60     8.61     9.74    11.17    12.97    15.26    18.16    21.63    25.24
   Month 2               1.05     1.23     1.67     3.01     5.33     6.61     8.60     9.73    11.15    12.94    15.21    18.08    21.46    24.86
   Month 3               1.05     1.23     1.67     3.01     5.34     6.61     8.61     9.74    11.15    12.94    15.20    18.04    21.29    24.45
   Month 4               1.06     1.24     1.68     3.03     5.34     6.60     8.56     9.67    11.04    12.77    14.94    17.63    20.65    23.48
   Month 5               1.06     1.25     1.69     3.04     5.34     6.58     8.51     9.59    10.93    12.60    14.67    17.22    20.06    22.68
   Month 6               1.06     1.25     1.70     3.05     5.33     6.56     8.44     9.49    10.79    12.39    14.37    16.78    19.46    21.98
   Month 7               1.06     1.25     1.69     3.04     5.33     6.56     8.47     9.54    10.86    12.50    14.55    17.06    19.88    22.61
   Month 8               1.06     1.24     1.68     3.03     5.33     6.57     8.51     9.59    10.94    12.63    14.75    17.37    20.36    23.34
   Month 9               1.06     1.24     1.68     3.01     5.33     6.58     8.55     9.66    11.05    12.79    14.99    17.75    20.96    24.19
   Month 10              1.05     1.23     1.67     3.01     5.33     6.59     8.57     9.69    11.09    12.85    15.08    17.89    21.19    24.56
   Month 11              1.05     1.23     1.66     3.00     5.32     6.60     8.59     9.72    11.13    12.92    15.17    18.03    21.42    24.96
   Month 12              1.05     1.22     1.66     2.99     5.33     6.61     8.62     9.76    11.19    13.00    15.31    18.23    21.72    25.42
 Latitude = 45.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.05     1.23     1.67     3.00     5.32     6.58     8.55     9.66    11.05    12.79    14.99    17.78    21.11    24.66
   Month 2               1.05     1.23     1.67     3.01     5.33     6.60     8.57     9.69    11.09    12.85    15.08    17.90    21.24    24.64
   Month 3               1.05     1.23     1.67     3.01     5.34     6.61     8.60     9.73    11.14    12.93    15.18    18.03    21.31    24.51
   Month 4               1.06     1.24     1.68     3.03     5.35     6.61     8.57     9.68    11.07    12.80    14.99    17.70    20.75    23.57
   Month 5               1.06     1.25     1.69     3.04     5.35     6.59     8.53     9.61    10.96    12.64    14.73    17.30    20.11    22.63
   Month 6               1.06     1.25     1.70     3.05     5.34     6.57     8.47     9.52    10.83    12.44    14.44    16.86    19.48    21.80
   Month 7               1.06     1.25     1.69     3.04     5.34     6.58     8.50     9.57    10.90    12.56    14.61    17.12    19.87    22.37
   Month 8               1.06     1.24     1.69     3.03     5.34     6.59     8.54     9.63    10.99    12.70    14.83    17.47    20.41    23.18
   Month 9               1.05     1.24     1.68     3.02     5.33     6.60     8.57     9.69    11.09    12.84    15.06    17.85    21.06    24.19
   Month 10              1.05     1.23     1.67     3.01     5.33     6.60     8.58     9.70    11.10    12.87    15.11    17.93    21.24    24.58
   Month 11              1.05     1.23     1.67     3.00     5.32     6.59     8.57     9.69    11.09    12.85    15.09    17.92    21.28    24.81
   Month 12              1.05     1.23     1.66     3.00     5.32     6.59     8.58     9.70    11.11    12.88    15.13    17.97    21.39    25.07
 Latitude = 55.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.05     1.23     1.66     2.99     5.31     6.57     8.54     9.65    11.04    12.79    15.01    17.84    21.30    25.13
   Month 2               1.05     1.23     1.67     3.01     5.33     6.59     8.56     9.68    11.07    12.83    15.06    17.88    21.24    24.74
   Month 3               1.05     1.23     1.67     3.02     5.34     6.61     8.59     9.72    11.12    12.88    15.12    17.93    21.17    24.32
   Month 4               1.06     1.24     1.68     3.03     5.35     6.61     8.57     9.67    11.04    12.76    14.91    17.58    20.54    23.23
   Month 5               1.06     1.25     1.69     3.04     5.35     6.60     8.52     9.60    10.94    12.61    14.67    17.20    19.93    22.31
   Month 6               1.06     1.25     1.70     3.05     5.35     6.58     8.47     9.53    10.83    12.44    14.43    16.83    19.39    21.60
   Month 7               1.06     1.25     1.69     3.04     5.35     6.59     8.51     9.59    10.92    12.57    14.63    17.13    19.84    22.22
   Month 8               1.06     1.24     1.69     3.03     5.35     6.60     8.55     9.65    11.01    12.72    14.85    17.48    20.39    23.03
   Month 9               1.06     1.24     1.68     3.02     5.34     6.61     8.58     9.70    11.10    12.85    15.07    17.85    21.02    24.03
   Month 10              1.05     1.23     1.67     3.01     5.34     6.60     8.58     9.70    11.09    12.85    15.08    17.89    21.16    24.40
   Month 11              1.05     1.23     1.67     3.01     5.32     6.58     8.55     9.67    11.06    12.81    15.02    17.82    21.17    24.70
   Month 12              1.05     1.22     1.66     2.99     5.31     6.58     8.55     9.67    11.06    12.82    15.05    17.88    21.33    25.16
 Latitude = 65.0  Wavelength = 350.0 nm  Albedo = 0.0 
               SZA =     10.0     30.0     50.0     70.0     80.0     82.5     85.0     86.0     87.0     88.0     89.0     90.0     91.0     92.0
   Month 1               1.05     1.22     1.66     2.99     5.32     6.60     8.59     9.71    11.12    12.88    15.10    17.89    21.22    24.77
   Month 2               1.05     1.23     1.67     3.01     5.34     6.61     8.59     9.71    11.10    12.85    15.03    17.74    20.84    23.92
   Month 3               1.05     1.23     1.68     3.02     5.36     6.63     8.61     9.72    11.11    12.86    15.04    17.73    20.72    23.51
   Month 4               1.06     1.24     1.69     3.04     5.36     6.62     8.58     9.68    11.04    12.75    14.87    17.46    20.26    22.72
   Month 5               1.06     1.25     1.70     3.05     5.36     6.61     8.54     9.62    10.95    12.61    14.66    17.13    19.74    21.89
   Month 6               1.06     1.25     1.71     3.06     5.36     6.59     8.49     9.55    10.85    12.46    14.43    16.77    19.18    21.10
   Month 7               1.06     1.25     1.70     3.05     5.36     6.60     8.51     9.57    10.89    12.52    14.51    16.90    19.37    21.35
   Month 8               1.06     1.25     1.70     3.05     5.36     6.60     8.52     9.59    10.91    12.56    14.58    17.03    19.61    21.77
   Month 9               1.06     1.25     1.70     3.05     5.35     6.59     8.50     9.57    10.89    12.53    14.56    17.04    19.76    22.22
   Month 10              1.06     1.25     1.69     3.04     5.34     6.58     8.51     9.59    10.92    12.59    14.66    17.23    20.14    22.95
   Month 11              1.05     1.24     1.68     3.02     5.33     6.58     8.52     9.62    10.97    12.68    14.81    17.50    20.69    24.01
   Month 12              1.04     1.20     1.62     2.95     5.31     6.62     8.71     9.91    11.42    13.36    15.86    19.12    23.17    27.69
 Latitude = 75.0  Wavelength = 350.0 nm  Albedo = 0.0 
